*,key,H,B,tw,tf,nF,mF,g1,g2,stfo,spL,stfi,spBi,mW,nW,Pc,stw,stB,stL,My,dZ,Qy,dAw,Mu,αj,Lq,L1,L2
*,SH-650x300x12x25,650,300,12,25,8,2,150,40,16,800,19,110,6,2,90,9,530,290,1390,4300,1050,56.16,2380,1.2,2.86,9.22,2.3
_,SH-650x300x14x19,650,300,14,19,7,2,150,40,12,710,16,110,8,2,60,12,500,290,1180,3650,1140,61.04,2070,1.2,2.24,8.48,1.75
_,SH-650x300x14x22,650,300,14,22,7,2,150,40,16,710,16,110,7,2,60,12,440,290,1310,4040,1180,63.28,2270,1.2,2.39,8.76,2.03
*,SH-650x300x14x25,650,300,14,25,8,2,150,40,16,800,19,110,6,2,90,9,530,290,1430,4410,1220,65.52,2470,1.2,2.53,8.99,2.3
_,SH-650x300x14x28,650,300,14,28,9,2,150,40,19,890,19,110,5,3,90,12,440,410,1550,4790,1270,67.76,2660,1.2,2.65,9.18,2.58
_,SH-650x300x16x22,650,300,16,22,7,2,150,40,16,710,16,110,8,2,60,12,500,290,1340,4150,1290,68.8,2360,1.2,2.27,8.53,2.03
_,SH-650x300x16x25,650,300,16,25,8,2,150,40,16,800,19,110,8,2,60,12,500,290,1470,4530,1270,67.84,2560,1.2,2.51,8.77,2.3
_,SH-650x300x16x28,650,300,16,28,9,2,150,40,19,890,19,110,8,2,60,12,500,290,1590,4890,1250,66.88,2750,1.2,2.76,8.98,2.58
_,SH-650x300x16x32,650,300,16,32,10,2,150,40,22,980,22,110,8,2,60,12,500,290,1740,5370,1230,65.6,3010,1.2,3.09,9.21,2.95
_,SH-700x200x9x12,700,200,9,12,3,2,120,ー,9,410,12,80,9,1,60,6,560,170,655,2020,807,43.02,1150,1.2,1.78,4.93,0.68
_,SH-700x200x9x16,700,200,9,16,4,2,120,ー,12,530,12,80,9,1,60,6,560,170,777,2390,793,42.3,1300,1.2,2.15,5.33,0.91
_,SH-700x200x9x19,700,200,9,19,5,2,120,ー,16,650,16,80,9,1,60,6,560,170,868,2670,783,41.76,1510,1.2,2.42,5.56,1.08
_,SH-700x200x9x22,700,200,9,22,5,2,120,ー,16,650,16,80,9,1,60,6,560,170,956,2940,773,41.22,1650,1.2,2.71,5.75,1.25
_,SH-700x200x12x16,700,200,12,16,4,2,120,ー,12,530,16,80,7,2,60,12,440,290,847,2610,1150,61.68,1530,1.3,1.62,4.96,0.91
_,SH-700x200x12x19,700,200,12,19,5,2,120,ー,16,650,16,80,6,2,90,9,530,290,935,2880,1190,63.6,1670,1.2,1.74,5.21,1.08
_,SH-700x200x12x22,700,200,12,22,5,2,120,ー,16,650,16,80,8,2,60,9,500,290,1020,3140,1080,57.6,1810,1.2,2.09,5.41,1.25
_,SH-700x200x12x25,700,200,12,25,6,2,120,ー,16,770,19,80,8,2,60,9,500,290,1100,3410,1060,56.88,1910,1.2,2.3,5.59,1.42
_,SH-700x200x12x28,700,200,12,28,6,2,120,ー,19,770,19,80,8,2,60,9,500,290,1190,3660,1050,56.16,2060,1.2,2.51,5.74,1.6
_,SH-700x250x9x16,700,250,9,16,5,2,150,ー,12,650,12,100,9,1,60,6,560,170,951,2930,793,42.3,1640,1.3,2.5,7.02,1.14
_,SH-700x250x9x19,700,250,9,19,6,2,150,ー,12,770,16,100,9,1,60,6,560,170,1070,3300,783,41.76,1830,1.3,2.85,7.29,1.35
_,SH-700x250x12x16,700,250,12,16,5,2,150,ー,12,650,16,100,8,2,60,12,500,290,1020,3140,1100,59.04,1800,1.3,1.95,6.58,1.14
_,SH-700x250x12x19,700,250,12,19,6,2,150,ー,12,770,16,100,8,2,60,9,500,290,1130,3510,1090,58.32,1990,1.3,2.2,6.87,1.35
_,SH-700x250x12x22,700,250,12,22,6,2,150,ー,16,770,16,100,8,2,60,9,500,290,1250,3870,1080,57.6,2180,1.3,2.45,7.11,1.57
_,SH-700x250x12x25,700,250,12,25,7,2,150,ー,16,890,19,100,8,2,60,9,500,290,1370,4220,1060,56.88,2360,1.3,2.71,7.31,1.78
_,SH-700x250x14x19,700,250,14,19,6,2,150,ー,16,770,16,100,8,2,60,12,500,290,1180,3650,1270,68.04,2100,1.3,1.97,6.63,1.35
_,SH-700x250x14x22,700,250,14,22,7,2,150,ー,16,890,16,100,8,2,60,12,500,290,1300,4000,1260,67.2,2280,1.3,2.19,6.89,1.57
_,SH-700x250x14x25,700,250,14,25,7,2,150,ー,16,890,19,100,8,2,60,12,500,290,1410,4350,1240,66.36,2470,1.3,2.41,7.1,1.78
_,SH-700x250x14x28,700,250,14,28,8,2,150,ー,19,1010,19,100,8,2,60,12,500,290,1520,4690,1220,65.52,2650,1.3,2.63,7.28,2
_,SH-700x300x12x19,700,300,12,19,7,2,150,40,12,710,16,110,8,2,60,9,500,290,1270,3930,1090,58.32,2170,1.2,2.5,8.58,1.62
_,SH-700x300x12x22,700,300,12,22,8,2,150,40,16,800,19,110,8,2,60,9,500,290,1410,4350,1080,57.6,2420,1.2,2.81,8.85,1.88
_,SH-700x300x12x25,700,300,12,25,9,2,150,40,19,890,19,110,8,2,60,9,500,290,1540,4770,1060,56.88,2640,1.2,3.12,9.08,2.14
_,SH-700x300x12x28,700,300,12,28,9,2,150,40,19,890,19,110,6,2,90,9,530,290,1680,5170,1150,61.44,2860,1.2,3.14,9.26,2.4
_,SH-700x300x14x19,700,300,14,19,7,2,150,40,12,710,16,110,8,2,60,12,500,290,1320,4070,1270,68.04,2290,1.2,2.24,8.31,1.62
_,SH-700x300x14x22,700,300,14,22,8,2,150,40,16,800,19,110,8,2,60,12,500,290,1450,4490,1260,67.2,2530,1.2,2.5,8.6,1.88
_,SH-700x300x14x25,700,300,14,25,9,2,150,40,19,890,19,110,8,2,60,12,500,290,1590,4900,1240,66.36,2740,1.2,2.76,8.83,2.14
_,SH-700x300x14x28,700,300,14,28,9,2,150,40,19,890,22,110,8,2,60,12,500,290,1720,5300,1220,65.52,2960,1.2,3.03,9.04,2.4
_,SH-700x300x14x32,700,300,14,32,10,2,150,40,22,980,22,110,8,2,60,12,500,290,1890,5830,1200,64.4,3240,1.2,3.39,9.26,2.74
_,SH-700x300x16x22,700,300,16,22,8,2,150,40,16,800,19,110,8,2,60,12,500,290,1500,4620,1440,76.8,2630,1.2,2.26,8.36,1.88
_,SH-700x300x16x25,700,300,16,25,8,2,150,40,16,800,19,110,8,2,60,12,500,290,1630,5030,1420,75.84,2750,1.2,2.49,8.61,2.14
_,SH-700x300x16x28,700,300,16,28,9,2,150,40,19,890,22,110,9,2,60,12,560,290,1760,5430,1330,71.36,3060,1.2,2.86,8.82,2.4
_,SH-700x300x16x32,700,300,16,32,10,2,150,40,22,980,22,110,8,2,60,12,500,290,1930,5950,1380,73.6,3340,1.2,3.05,9.06,2.74
_,SH-700x300x16x36,700,300,16,36,11,2,150,40,25,1070,25,110,6,3,90,12,530,410,2090,6460,1480,79.36,3620,1.2,3.07,9.26,3.08
_,SH-700x350x12x22,700,350,12,22,4,4,140,70,16,530,16,140,6,2,90,9,530,290,1510,4680,1170,62.88,2590,1.2,2.9,10.62,2.2
_,SH-700x350x12x25,700,350,12,25,5,4,140,70,16,650,16,140,6,2,90,9,530,290,1660,5130,1160,62.16,2780,1.1,3.23,10.86,2.5
_,SH-700x350x14x22,700,350,14,22,4,4,140,70,16,530,16,140,8,2,60,12,500,290,1560,4810,1260,67.2,2690,1.2,2.8,10.34,2.2
_,SH-700x350x14x25,700,350,14,25,5,4,140,70,16,650,16,140,8,2,60,12,500,290,1710,5260,1240,66.36,2880,1.1,3.11,10.6,2.5
_,SH-700x350x14x28,700,350,14,28,5,4,140,70,19,650,19,140,8,2,60,12,500,290,1850,5710,1220,65.52,3170,1.2,3.42,10.82,2.8
_,SH-700x350x14x32,700,350,14,32,6,4,140,70,19,770,22,140,8,2,60,12,500,290,2040,6280,1200,64.4,3480,1.1,3.85,11.06,3.2
_,SH-700x350x16x25,700,350,16,25,5,4,140,70,16,650,19,140,8,2,60,12,500,290,1750,5390,1420,75.84,3030,1.2,2.8,10.35,2.5
_,SH-700x350x16x28,700,350,16,28,5,4,140,70,19,650,19,140,8,2,60,12,500,290,1890,5830,1400,74.88,3270,1.2,3.07,10.59,2.8
_,SH-700x350x16x32,700,350,16,32,6,4,140,70,19,770,22,140,8,2,60,12,500,290,2080,6410,1380,73.6,3490,1.1,3.45,10.85,3.2
_,SH-700x350x16x36,700,350,16,36,6,4,140,70,22,770,22,140,8,2,60,12,500,290,2260,6970,1350,72.32,3730,1.1,3.83,11.06,3.6
_,SH-750x250x12x16,750,250,12,16,5,2,150,ー,12,650,16,100,7,2,90,9,620,290,1120,3450,1260,67.68,1990,1.3,1.87,6.46,1.06
_,SH-750x250x12x19,750,250,12,19,6,2,150,ー,16,770,16,100,7,2,90,9,620,290,1240,3840,1250,66.96,2190,1.3,2.1,6.76,1.26
_,SH-750x250x12x22,750,250,12,22,7,2,150,ー,16,890,19,100,7,2,90,9,620,290,1370,4230,1240,66.24,2390,1.3,2.33,7,1.46
_,SH-750x250x12x25,750,250,12,25,8,2,150,ー,19,1010,19,100,7,2,90,9,620,290,1490,4610,1220,65.52,2590,1.3,2.57,7.21,1.66
_,SH-750x250x14x19,750,250,14,19,6,2,150,ー,16,770,16,100,9,2,60,12,560,290,1300,4000,1350,71.96,2310,1.3,2.05,6.52,1.26
_,SH-750x250x14x22,750,250,14,22,7,2,150,ー,16,890,19,100,9,2,60,12,560,290,1420,4390,1330,71.12,2510,1.3,2.27,6.77,1.46
_,SH-750x250x14x25,750,250,14,25,8,2,150,ー,19,1010,19,100,9,2,60,12,560,290,1540,4770,1310,70.28,2710,1.3,2.49,6.99,1.66
_,SH-750x250x14x28,750,250,14,28,9,2,150,ー,19,1130,22,100,9,2,60,12,560,290,1660,5140,1300,69.44,2910,1.3,2.72,7.17,1.86
_,SH-750x300x14x19,750,300,14,19,7,2,150,40,16,710,16,110,9,2,60,12,560,290,1440,4460,1350,71.96,2540,1.3,2.32,8.17,1.52
_,SH-750x300x14x22,750,300,14,22,8,2,150,40,16,800,19,110,9,2,60,12,560,290,1590,4910,1330,71.12,2780,1.2,2.58,8.47,1.76
_,SH-750x300x14x25,750,300,14,25,9,2,150,40,19,890,19,110,9,2,60,12,560,290,1730,5350,1310,70.28,3010,1.2,2.85,8.71,2
_,SH-750x300x14x28,750,300,14,28,9,2,150,40,19,890,22,110,9,2,60,12,560,290,1880,5790,1300,69.44,3240,1.2,3.12,8.92,2.24
_,SH-750x300x16x22,750,300,16,22,8,2,150,40,16,800,19,110,10,2,60,12,620,290,1640,5070,1450,77.76,2900,1.3,2.45,8.22,1.76
_,SH-750x300x16x25,750,300,16,25,9,2,150,40,19,890,19,110,9,2,60,12,560,290,1780,5510,1500,80.32,3130,1.2,2.58,8.48,2
_,SH-750x300x16x28,750,300,16,28,9,2,150,40,19,890,22,110,9,2,60,12,560,290,1930,5940,1480,79.36,3360,1.2,2.81,8.7,2.24
_,SH-750x300x16x32,750,300,16,32,10,2,150,40,22,980,22,110,9,2,60,12,560,290,2110,6500,1460,78.08,3660,1.2,3.14,8.94,2.56
_,SH-750x350x14x22,750,350,14,22,4,4,140,70,16,530,16,140,7,2,90,9,620,290,1700,5260,1450,77.28,2950,1.2,2.66,10.2,2.05
_,SH-750x350x14x25,750,350,14,25,5,4,140,70,16,650,19,140,7,2,90,9,620,290,1860,5750,1430,76.44,3210,1.2,2.95,10.46,2.33
*,SH-750x350x14x28,750,350,14,28,5,4,140,70,19,650,19,140,7,2,90,9,620,290,2020,6230,1410,75.6,3460,1.2,3.24,10.69,2.61
_,SH-750x350x14x32,750,350,14,32,6,4,140,70,19,770,22,140,8,2,60,12,500,290,2220,6860,1330,71.4,3720,1.1,3.78,10.94,2.98
_,SH-750x350x16x25,750,350,16,25,5,4,140,70,16,650,19,140,9,2,60,12,560,290,1910,5900,1500,80.32,3330,1.2,2.89,10.21,2.33
_,SH-750x350x16x28,750,350,16,28,5,4,140,70,19,650,19,140,9,2,60,12,560,290,2070,6380,1480,79.36,3580,1.2,3.17,10.45,2.61
_,SH-750x350x16x32,750,350,16,32,6,4,140,70,19,770,22,140,9,2,60,12,560,290,2270,7000,1460,78.08,3840,1.1,3.54,10.72,2.98
_,SH-750x350x16x36,750,350,16,36,6,4,140,70,22,770,25,140,9,2,60,12,560,290,2470,7610,1440,76.8,4240,1.2,3.93,10.94,3.36
_,SH-800x250x14x22,800,250,14,22,7,2,150,ー,16,890,19,100,9,2,60,12,560,290,1550,4790,1460,78.12,2750,1.3,2.26,6.66,1.37
_,SH-800x250x14x25,800,250,14,25,8,2,150,ー,19,1010,19,100,9,2,60,12,560,290,1680,5190,1450,77.28,2970,1.3,2.47,6.88,1.56
_,SH-800x250x14x28,800,250,14,28,8,2,150,ー,19,1010,22,100,9,2,60,12,560,290,1810,5590,1430,76.44,3180,1.3,2.69,7.07,1.75
_,SH-800x250x16x22,800,250,16,22,7,2,150,ー,16,890,19,100,10,2,60,12,620,290,1610,4970,1600,85.76,2890,1.3,2.15,6.45,1.37
_,SH-800x250x16x25,800,250,16,25,8,2,150,ー,19,1010,19,100,10,2,60,12,620,290,1740,5370,1590,84.8,3100,1.3,2.34,6.67,1.56
_,SH-800x250x16x28,800,250,16,28,9,2,150,ー,19,1130,22,100,10,2,60,12,620,290,1870,5770,1570,83.84,3310,1.3,2.54,6.87,1.75
_,SH-800x250x16x32,800,250,16,32,9,2,150,ー,22,1130,22,100,10,2,60,12,620,290,2040,6280,1540,82.56,3590,1.3,2.81,7.09,2
_,SH-800x300x14x22,800,300,14,22,8,2,150,40,16,800,19,110,9,2,60,12,560,290,1730,5350,1460,78.12,3030,1.2,2.56,8.34,1.65
_,SH-800x300x14x25,800,300,14,25,9,2,150,40,19,890,19,110,9,2,60,12,560,290,1890,5820,1450,77.28,3280,1.2,2.82,8.59,1.87
_,SH-800x300x14x28,800,300,14,28,9,2,150,40,19,890,22,110,9,2,60,12,560,290,2040,6290,1430,76.44,3530,1.2,3.08,8.8,2.1
_,SH-800x300x14x32,800,300,14,32,10,2,150,40,22,980,22,110,9,2,60,12,560,290,2240,6910,1410,75.32,3860,1.2,3.43,9.04,2.4
_,SH-800x300x16x22,800,300,16,22,8,2,150,40,16,800,19,110,10,2,60,12,620,290,1790,5530,1600,85.76,3170,1.3,2.42,8.1,1.65
_,SH-800x300x16x25,800,300,16,25,9,2,150,40,19,890,19,110,10,2,60,12,620,290,1940,6000,1590,84.8,3420,1.2,2.66,8.35,1.87
_,SH-800x300x16x28,800,300,16,28,9,2,150,40,19,890,22,110,10,2,60,12,620,290,2100,6460,1570,83.84,3670,1.2,2.9,8.58,2.1
_,SH-800x300x16x32,800,300,16,32,10,2,150,40,22,980,22,110,10,2,60,12,620,290,2290,7070,1540,82.56,3990,1.2,3.22,8.83,2.4
_,SH-800x300x16x36,800,300,16,36,11,2,150,40,25,1070,25,110,7,3,90,12,620,410,2490,7670,1720,91.84,4310,1.2,3.15,9.04,2.7
_,SH-800x350x14x25,800,350,14,25,5,4,140,70,19,650,19,140,9,2,60,12,560,290,2020,6250,1450,77.28,3500,1.2,3.16,10.33,2.18
_,SH-800x350x14x28,800,350,14,28,6,4,140,70,19,770,22,140,9,2,60,12,560,290,2190,6760,1430,76.44,3770,1.2,3.47,10.57,2.45
_,SH-800x350x16x25,800,350,16,25,5,4,140,70,19,650,19,140,10,2,60,12,620,290,2080,6420,1590,84.8,3640,1.2,2.97,10.07,2.18
_,SH-800x350x16x28,800,350,16,28,6,4,140,70,19,770,22,140,10,2,60,12,620,290,2250,6930,1570,83.84,3910,1.2,3.25,10.32,2.45
_,SH-800x350x16x32,800,350,16,32,6,4,140,70,22,770,22,140,10,2,60,12,620,290,2470,7610,1540,82.56,4260,1.2,3.63,10.59,2.8
_,SH-800x350x16x36,800,350,16,36,7,4,140,70,25,890,25,140,10,2,60,12,620,290,2680,8260,1520,81.28,4610,1.2,4.02,10.82,3.15
_,SH-800x350x19x25,800,350,19,25,5,4,140,70,19,650,19,140,9,3,60,16,560,410,2170,6680,1960,104.9,3840,1.2,2.52,9.72,2.18
_,SH-800x350x19x28,800,350,19,28,6,4,140,70,19,770,22,140,9,3,60,16,560,410,2330,7190,1940,103.7,4110,1.2,2.74,9.98,2.45
_,SH-800x350x19x32,800,350,19,32,6,4,140,70,22,770,22,140,9,3,60,16,560,410,2550,7860,1910,102.2,4460,1.2,3.05,10.27,2.8
_,SH-800x350x19x36,800,350,19,36,7,4,140,70,25,890,25,140,9,3,60,16,560,410,2760,8500,1880,100.7,4810,1.2,3.36,10.52,3.15
_,SH-800x350x19x40,800,350,19,40,7,4,140,70,25,890,28,140,9,3,60,16,560,410,2970,9140,1860,99.18,5150,1.2,3.67,10.73,3.5
_,SH-800x400x14x25,800,400,14,25,6,4,140,90,16,770,19,170,9,2,60,12,560,290,2330,7180,1450,77.28,3970,1.2,3.51,12.1,2.5
_,SH-800x400x14x28,800,400,14,28,6,4,140,90,19,770,19,170,9,2,60,12,560,290,2530,7810,1430,76.44,4300,1.2,3.86,12.35,2.8
_,SH-800x400x16x25,800,400,16,25,6,4,140,90,16,770,19,170,10,2,60,12,620,290,2390,7360,1590,84.8,4110,1.2,3.29,11.82,2.5
_,SH-800x400x16x28,800,400,16,28,6,4,140,90,19,770,19,170,10,2,60,12,620,290,2590,7980,1570,83.84,4430,1.2,3.61,12.08,2.8
_,SH-800x400x16x32,800,400,16,32,7,4,140,90,19,890,22,170,10,2,60,12,620,290,2850,8790,1540,82.56,4860,1.2,4.05,12.38,3.2
_,SH-800x400x16x36,800,400,16,36,8,4,140,90,22,1010,25,170,10,2,60,12,620,290,3110,9580,1520,81.28,5290,1.2,4.49,12.62,3.6
_,SH-800x400x19x28,800,400,19,28,6,4,140,90,19,770,19,170,9,3,60,16,560,410,2670,8240,1940,103.7,4640,1.2,3.03,11.71,2.8
_,SH-800x400x19x32,800,400,19,32,7,4,140,90,19,890,22,170,9,3,60,16,560,410,2930,9040,1910,102.2,5060,1.2,3.38,12.03,3.2
_,SH-800x400x19x36,800,400,19,36,8,4,140,90,22,1010,25,170,9,3,60,16,560,410,3190,9820,1880,100.7,5480,1.2,3.73,12.3,3.6
_,SH-800x400x19x40,800,400,19,40,8,4,140,90,25,1010,25,170,9,3,60,16,560,410,3430,10600,1860,99.18,5900,1.2,4.1,12.53,4
_,SH-850x250x14x22,850,250,14,22,7,2,150,ー,16,890,19,100,10,2,60,12,620,290,1680,5200,1530,82.04,3000,1.3,2.34,6.56,1.29
_,SH-850x250x14x25,850,250,14,25,8,2,150,ー,19,1010,19,100,10,2,60,12,620,290,1830,5630,1520,81.2,3230,1.3,2.55,6.78,1.47
_,SH-850x250x14x28,850,250,14,28,8,2,150,ー,19,1010,22,100,8,2,90,9,710,290,1970,6060,1620,86.52,3450,1.3,2.58,6.97,1.64
_,SH-850x250x16x22,850,250,16,22,7,2,150,ー,16,890,19,100,10,2,60,12,620,290,1750,5400,1750,93.76,3160,1.3,2.14,6.34,1.29
_,SH-850x250x16x25,850,250,16,25,8,2,150,ー,19,1010,19,100,10,2,60,12,620,290,1890,5830,1740,92.8,3390,1.3,2.33,6.57,1.47
_,SH-850x250x16x28,850,250,16,28,9,2,150,ー,19,1130,22,100,10,2,60,12,620,290,2030,6260,1720,91.84,3610,1.3,2.52,6.77,1.64
_,SH-850x250x16x32,850,250,16,32,9,2,150,ー,22,1130,25,100,10,2,60,12,620,290,2210,6810,1690,90.56,3900,1.3,2.78,6.99,1.88
_,SH-850x300x14x22,850,300,14,22,8,2,150,40,16,800,19,110,10,2,60,12,620,290,1880,5790,1530,82.04,3300,1.3,2.64,8.22,1.55
_,SH-850x300x14x25,850,300,14,25,8,2,150,40,19,800,19,110,8,2,90,9,710,290,2040,6300,1630,87.36,3570,1.2,2.7,8.48,1.76
_,SH-850x300x14x28,850,300,14,28,9,2,150,40,19,890,22,110,8,2,90,9,710,290,2210,6810,1620,86.52,3830,1.2,2.94,8.69,1.97
_,SH-850x300x16x22,850,300,16,22,8,2,150,40,16,800,19,110,10,2,60,12,620,290,1940,6000,1750,93.76,3460,1.3,2.41,7.97,1.55
_,SH-850x300x16x25,850,300,16,25,9,2,150,40,19,890,19,110,10,2,60,12,620,290,2110,6500,1740,92.8,3720,1.3,2.64,8.24,1.76
_,SH-850x300x16x28,850,300,16,28,9,2,150,40,19,890,22,110,10,2,60,12,620,290,2270,7000,1720,91.84,3980,1.2,2.87,8.46,1.97
_,SH-850x300x16x32,850,300,16,32,10,2,150,40,22,980,25,110,10,2,60,12,620,290,2480,7660,1690,90.56,4330,1.2,3.18,8.72,2.25
_,SH-850x350x16x25,850,350,16,25,5,4,140,70,16,650,19,140,10,2,60,12,620,290,2260,6960,1740,92.8,3910,1.2,2.94,9.94,2.05
_,SH-850x350x16x28,850,350,16,28,5,4,140,70,19,650,19,140,10,2,60,12,620,290,2430,7510,1720,91.84,4210,1.2,3.21,10.19,2.3
_,SH-850x350x16x32,850,350,16,32,6,4,140,70,22,770,22,140,10,2,60,12,620,290,2670,8230,1690,90.56,4620,1.2,3.58,10.47,2.63
_,SH-850x350x19x28,850,350,19,28,5,4,140,70,19,650,19,140,11,2,60,12,680,290,2530,7800,1960,104.9,4360,1.2,2.94,9.84,2.3
_,SH-850x350x19x32,850,350,19,32,6,4,140,70,22,770,22,140,11,2,60,12,680,290,2760,8510,1930,103.4,4850,1.2,3.26,10.14,2.63
_,SH-850x350x19x36,850,350,19,36,7,4,140,70,22,890,25,140,11,2,60,12,680,290,2990,9210,1910,101.8,5100,1.1,3.59,10.4,2.96
*,SH-850x350x19x40,850,350,19,40,7,4,140,70,25,890,28,140,11,2,60,16,680,290,3210,9890,1880,100.3,5590,1.2,3.92,10.61,3.29
_,SH-850x400x16x25,850,400,16,25,6,4,140,90,16,770,16,170,10,2,60,12,620,290,2580,7960,1740,92.8,4390,1.2,3.25,11.67,2.35
_,SH-850x400x16x28,850,400,16,28,6,4,140,90,16,770,19,170,10,2,60,12,620,290,2800,8620,1720,91.84,4680,1.2,3.56,11.95,2.63
_,SH-850x400x16x32,850,400,16,32,7,4,140,90,19,890,22,170,10,2,60,12,620,290,3080,9490,1690,90.56,5260,1.2,3.98,12.25,3.01
_,SH-850x400x19x28,850,400,19,28,6,4,140,90,19,770,19,170,11,2,60,12,680,290,2890,8910,1960,104.9,5030,1.2,3.24,11.57,2.63
_,SH-850x400x19x32,850,400,19,32,7,4,140,90,19,890,22,170,11,2,60,12,680,290,3170,9770,1930,103.4,5490,1.2,3.61,11.89,3.01
_,SH-850x400x19x36,850,400,19,36,8,4,140,90,22,1010,22,170,11,2,60,12,680,290,3440,10600,1910,101.8,5840,1.2,3.99,12.17,3.38
_,SH-850x400x19x40,850,400,19,40,8,4,140,90,25,1010,25,170,11,2,60,12,680,290,3710,11400,1880,100.3,6380,1.2,4.37,12.4,3.76
_,SH-900x250x14x19,900,250,14,19,6,2,150,ー,16,770,16,100,11,2,60,12,680,290,1670,5150,1620,86.8,3020,1.3,2.2,6.2,1.05
_,SH-900x250x14x22,900,250,14,22,7,2,150,ー,16,890,19,100,10,2,60,12,620,290,1820,5620,1670,89.04,3260,1.3,2.33,6.46,1.22
_,SH-900x250x14x25,900,250,14,25,8,2,150,ー,19,1010,19,100,10,2,60,12,620,290,1970,6080,1650,88.2,3500,1.3,2.54,6.68,1.38
_,SH-900x250x16x19,900,250,16,19,6,2,150,ー,16,770,16,100,12,2,60,12,740,290,1750,5390,1790,95.68,3200,1.3,2.1,5.97,1.05
_,SH-900x250x16x22,900,250,16,22,7,2,150,ー,16,890,19,100,12,2,60,12,740,290,1900,5850,1770,94.72,3440,1.3,2.3,6.24,1.22
_,SH-900x250x16x25,900,250,16,25,8,2,150,ー,19,1010,19,100,12,2,60,12,740,290,2050,6310,1750,93.76,3680,1.3,2.5,6.47,1.38
_,SH-900x250x16x28,900,250,16,28,9,2,150,ー,19,1130,22,100,12,2,60,12,740,290,2190,6760,1740,92.8,3910,1.3,2.7,6.67,1.55
_,SH-900x300x14x22,900,300,14,22,8,2,150,40,16,800,19,110,10,2,60,12,620,290,2030,6250,1670,89.04,3580,1.3,2.63,8.11,1.46
_,SH-900x300x14x25,900,300,14,25,9,2,150,40,19,890,19,110,10,2,60,12,620,290,2200,6800,1650,88.2,3860,1.2,2.88,8.37,1.66
_,SH-900x300x16x19,900,300,16,19,7,2,150,40,16,710,16,110,12,2,60,12,740,290,1920,5940,1790,95.68,3470,1.3,2.34,7.54,1.26
_,SH-900x300x16x22,900,300,16,22,8,2,150,40,16,800,19,110,12,2,60,12,740,290,2100,6480,1770,94.72,3760,1.3,2.58,7.85,1.46
_,SH-900x300x16x25,900,300,16,25,9,2,150,40,19,890,19,110,12,2,60,12,740,290,2280,7020,1750,93.76,4040,1.3,2.82,8.12,1.66
_,SH-900x300x16x28,900,300,16,28,10,2,150,40,19,980,22,110,12,2,60,12,740,290,2450,7560,1740,92.8,4310,1.2,3.06,8.35,1.86
_,SH-900x300x16x32,900,300,16,32,11,2,150,40,22,1070,25,110,12,2,60,12,740,290,2680,8260,1710,91.52,4680,1.2,3.39,8.61,2.13
_,SH-900x300x19x22,900,300,19,22,8,2,150,40,16,800,19,110,12,2,60,12,740,290,2220,6830,2110,112.5,4000,1.3,2.31,7.52,1.46
_,SH-900x300x19x25,900,300,19,25,9,2,150,40,19,890,19,110,12,2,60,12,740,290,2390,7370,2080,111.3,4300,1.3,2.51,7.79,1.66
_,SH-900x300x19x28,900,300,19,28,10,2,150,40,19,980,22,110,12,2,60,12,740,290,2560,7890,2060,110.2,4490,1.2,2.71,8.03,1.86
_,SH-900x300x19x32,900,300,19,32,11,2,150,40,22,1070,25,110,12,2,60,12,740,290,2780,8580,2030,108.7,4940,1.2,2.99,8.31,2.13
*,SH-900x300x19x36,900,300,19,36,12,2,150,40,25,1160,28,110,12,2,60,12,740,290,3000,9260,2010,107.2,5300,1.2,3.27,8.54,2.4
_,SH-900x350x16x25,900,350,16,25,5,4,140,70,19,650,19,140,12,2,60,12,740,290,2430,7500,1750,93.76,4280,1.2,3.14,9.81,1.94
_,SH-900x350x16x28,900,350,16,28,6,4,140,70,19,770,22,140,12,2,60,12,740,290,2620,8090,1740,92.8,4580,1.2,3.43,10.07,2.17
_,SH-900x350x16x32,900,350,16,32,6,4,140,70,22,770,22,140,12,2,60,12,740,290,2870,8860,1710,91.52,4990,1.2,3.81,10.36,2.48
_,SH-900x350x19x25,900,350,19,25,5,4,140,70,19,650,19,140,12,2,60,12,740,290,2540,7840,2080,111.3,4540,1.2,2.78,9.44,1.94
_,SH-900x350x19x28,900,350,19,28,6,4,140,70,19,770,22,140,12,2,60,12,740,290,2730,8420,2060,110.2,4840,1.2,3.02,9.71,2.17
_,SH-900x350x19x32,900,350,19,32,6,4,140,70,22,770,22,140,12,2,60,12,740,290,2980,9180,2030,108.7,5240,1.2,3.34,10.02,2.48
*,SH-900x350x19x36,900,350,19,36,7,4,140,70,25,890,25,140,12,2,60,12,740,290,3220,9930,2010,107.2,5640,1.2,3.67,10.28,2.8
_,SH-900x350x19x40,900,350,19,40,7,4,140,70,25,890,28,140,8,3,90,12,710,410,3460,10700,2290,122.4,6030,1.2,3.46,10.5,3.11
_,SH-900x400x16x25,900,400,16,25,6,4,140,90,16,770,19,170,12,2,60,12,740,290,2780,8570,1750,93.76,4810,1.2,3.46,11.54,2.22
_,SH-900x400x16x28,900,400,16,28,6,4,140,90,19,770,19,170,12,2,60,12,740,290,3010,9270,1740,92.8,5180,1.2,3.79,11.81,2.48
_,SH-900x400x16x32,900,400,16,32,7,4,140,90,19,890,22,170,12,2,60,12,740,290,3310,10200,1710,91.52,5670,1.2,4.23,12.12,2.84
