*,key,H,B,tw,tf,nF,mF,g1,g2,stfo,spL,stfi,spBi,mW,nW,Pc,stw,stB,stL,My,dZ,Qy,dAw,Mu,αj,Lq,L1,L2
_,H-918x303x19x37,918,303,19,37,12,2,150,40,25,1160,28,110,12,2,60,12,740,290,3170,9770,2060,110.2,5560,1.2,3.35,8.67,2.45
_,SH-400x200x9x12,400,200,9,12,3,2,120,ー,9,410,9,80,3,2,90,9,260,290,296,913,523,27.9,506,1.2,1.27,5.7,1.2
_,SH-400x200x9x16,400,200,9,16,4,2,120,ー,12,530,12,80,3,2,90,9,260,290,367,1130,510,27.18,631,1.2,1.59,6.05,1.6
_,SH-400x200x9x19,400,200,9,19,4,2,120,ー,12,530,16,80,3,2,90,9,260,290,415,1280,499,26.64,710,1.2,1.84,6.24,1.9
_,SH-400x200x9x22,400,200,9,22,5,2,120,ー,16,650,16,80,3,2,90,9,260,290,461,1420,489,26.1,787,1.2,2.09,6.39,2.2
_,SH-400x200x12x16,400,200,12,16,4,2,120,ー,12,530,12,80,4,2,60,12,260,290,387,1190,630,33.6,681,1.2,1.37,5.74,1.6
_,SH-400x200x12x19,400,200,12,19,4,2,120,ー,12,530,16,80,4,2,60,12,260,290,434,1340,616,32.88,758,1.2,1.57,5.95,1.9
_,SH-400x200x12x22,400,200,12,22,5,2,120,ー,16,650,16,80,4,2,60,12,260,290,479,1480,603,32.16,834,1.2,1.78,6.13,2.2
_,SH-450x200x9x12,450,200,9,12,3,2,120,ー,9,410,9,80,3,2,120,9,320,290,344,1060,607,32.4,592,1.2,1.27,5.55,1.06
_,SH-450x200x9x16,450,200,9,16,4,2,120,ー,12,530,12,80,3,2,120,9,320,290,427,1320,594,31.68,738,1.2,1.58,5.91,1.42
_,SH-450x200x9x19,450,200,9,19,4,2,120,ー,12,530,16,80,3,2,120,9,320,290,482,1480,584,31.14,827,1.2,1.82,6.11,1.68
_,SH-450x200x9x22,450,200,9,22,5,2,120,ー,16,650,16,80,3,2,120,9,320,290,535,1650,574,30.6,915,1.2,2.06,6.27,1.95
_,SH-450x200x12x16,450,200,12,16,4,2,120,ー,12,530,12,80,4,2,90,9,350,290,454,1400,743,39.6,802,1.2,1.36,5.59,1.42
_,SH-450x200x12x19,450,200,12,19,4,2,120,ー,12,530,16,80,5,2,60,9,320,290,507,1560,680,36.24,889,1.2,1.66,5.81,1.68
_,SH-450x200x12x22,450,200,12,22,5,2,120,ー,16,650,16,80,5,2,60,9,320,290,559,1720,666,35.52,976,1.2,1.87,5.99,1.95
_,SH-450x200x12x25,450,200,12,25,6,2,120,ー,16,770,16,80,5,2,60,9,320,290,609,1880,652,34.8,1060,1.2,2.09,6.14,2.22
_,SH-450x250x9x12,450,250,9,12,4,2,150,ー,9,530,9,100,3,2,120,9,320,290,435,1340,607,32.4,745,1.3,1.5,7.27,1.33
_,SH-450x250x9x16,450,250,9,16,5,2,150,ー,12,650,12,100,3,2,120,9,320,290,536,1650,594,31.68,908,1.2,1.88,7.69,1.77
_,SH-450x250x9x19,450,250,9,19,6,2,150,ー,12,770,16,100,3,2,120,9,320,290,609,1880,584,31.14,1020,1.2,2.18,7.91,2.11
_,SH-450x250x9x22,450,250,9,22,6,2,150,ー,16,770,16,100,3,2,120,9,320,290,681,2100,574,30.6,1140,1.2,2.49,8.09,2.44
_,SH-450x250x12x16,450,250,12,16,5,2,150,ー,12,650,12,100,4,2,90,9,350,290,562,1730,743,39.6,972,1.3,1.6,7.32,1.77
_,SH-450x250x12x19,450,250,12,19,5,2,150,ー,12,650,16,100,5,2,60,9,320,290,635,1950,680,36.24,1090,1.3,1.97,7.57,2.11
_,SH-450x250x12x22,450,250,12,22,6,2,150,ー,16,770,16,100,5,2,60,9,320,290,705,2170,666,35.52,1200,1.2,2.24,7.77,2.44
_,SH-450x250x12x25,450,250,12,25,7,2,150,ー,16,890,19,100,5,2,60,9,320,290,773,2380,652,34.8,1320,1.2,2.51,7.94,2.77
*,SH-450x250x12x28,450,250,12,28,8,2,150,ー,19,1010,19,100,5,2,60,9,320,290,839,2580,639,34.08,1430,1.2,2.79,8.08,3.1
_,SH-500x200x9x12,500,200,9,12,3,2,120,ー,9,410,9,80,6,1,60,9,380,170,405,1250,580,30.96,680,1.2,1.53,5.41,0.96
_,SH-500x200x9x16,500,200,9,16,4,2,120,ー,12,530,12,80,6,1,60,9,380,170,490,1510,567,30.24,849,1.2,1.9,5.79,1.28
_,SH-500x200x9x19,500,200,9,19,4,2,120,ー,12,530,16,80,6,1,60,9,380,170,551,1700,557,29.7,950,1.2,2.18,6,1.52
_,SH-500x200x9x22,500,200,9,22,5,2,120,ー,16,650,16,80,6,1,60,9,380,170,612,1880,547,29.16,1040,1.2,2.47,6.16,1.76
_,SH-500x200x12x16,500,200,12,16,4,2,120,ー,12,530,12,80,5,2,60,12,320,290,523,1610,806,42.96,930,1.2,1.44,5.45,1.28
_,SH-500x200x12x19,500,200,12,19,4,2,120,ー,12,530,16,80,5,2,60,12,320,290,583,1800,792,42.24,1020,1.2,1.64,5.68,1.52
_,SH-500x200x12x22,500,200,12,22,5,2,120,ー,16,650,16,80,5,2,60,12,320,290,642,1980,779,41.52,1120,1.2,1.84,5.87,1.76
_,SH-500x200x12x25,500,200,12,25,6,2,120,ー,16,770,16,80,5,2,60,12,320,290,700,2150,765,40.8,1180,1.2,2.04,6.02,2
_,SH-500x250x9x12,500,250,9,12,4,2,150,ー,9,530,9,100,4,2,90,9,350,290,498,1530,655,34.92,857,1.3,1.59,7.12,1.2
_,SH-500x250x9x16,500,250,9,16,5,2,150,ー,12,650,12,100,6,1,60,9,380,170,612,1880,567,30.24,1030,1.3,2.25,7.55,1.6
_,SH-500x250x9x19,500,250,9,19,6,2,150,ー,12,770,16,100,6,1,60,9,380,170,694,2140,557,29.7,1170,1.2,2.6,7.78,1.9
_,SH-500x250x9x22,500,250,9,22,6,2,150,ー,16,770,16,100,6,1,60,9,380,170,775,2390,547,29.16,1300,1.2,2.96,7.97,2.2
_,SH-500x250x12x16,500,250,12,16,5,2,150,ー,12,650,12,100,5,2,60,12,320,290,645,1990,806,42.96,1120,1.3,1.69,7.16,1.6
_,SH-500x250x12x19,500,250,12,19,5,2,150,ー,12,650,16,100,5,2,60,12,320,290,726,2240,792,42.24,1250,1.3,1.94,7.42,1.9
_,SH-500x250x12x22,500,250,12,22,6,2,150,ー,16,770,16,100,5,2,60,12,320,290,806,2480,779,41.52,1380,1.3,2.19,7.63,2.2
_,SH-500x250x12x25,500,250,12,25,7,2,150,ー,16,890,19,100,5,2,60,12,320,290,883,2720,765,40.8,1510,1.2,2.44,7.81,2.5
_,SH-500x250x12x28,500,250,12,28,8,2,150,ー,19,1010,19,100,5,2,60,12,320,290,959,2950,752,40.08,1630,1.2,2.71,7.95,2.8
_,SH-500x300x9x16,500,300,9,16,5,2,150,40,12,530,12,110,6,1,60,9,380,170,693,2130,567,30.24,1160,1.2,2.6,9.33,1.92
_,SH-500x300x9x19,500,300,9,19,6,2,150,40,12,620,16,110,6,1,60,6,380,170,790,2430,557,29.7,1320,1.2,3.03,9.59,2.28
_,SH-500x300x12x16,500,300,12,16,5,2,150,40,12,530,12,110,5,2,60,12,320,290,727,2240,806,42.96,1240,1.2,1.94,8.9,1.92
_,SH-500x300x12x19,500,300,12,19,6,2,150,40,12,620,16,110,5,2,60,12,320,290,822,2530,792,42.24,1400,1.2,2.23,9.19,2.28
_,SH-500x300x12x22,500,300,12,22,7,2,150,40,16,710,16,110,5,2,60,12,320,290,915,2820,779,41.52,1550,1.2,2.54,9.43,2.64
_,SH-500x300x12x25,500,300,12,25,8,2,150,40,16,800,16,110,5,2,60,12,320,290,1000,3100,765,40.8,1650,1.2,2.84,9.62,3
_,SH-500x300x12x28,500,300,12,28,8,2,150,40,19,800,19,110,5,2,60,12,320,290,1090,3370,752,40.08,1850,1.2,3.16,9.78,3.36
_,SH-500x300x14x19,500,300,14,19,6,2,150,40,12,620,16,110,6,2,60,12,380,290,844,2600,866,46.2,1450,1.2,2.11,8.96,2.28
_,SH-500x300x14x22,500,300,14,22,7,2,150,40,16,710,16,110,4,3,90,12,350,410,936,2880,966,51.52,1600,1.2,2.1,9.21,2.64
_,SH-500x300x14x25,500,300,14,25,8,2,150,40,16,800,19,110,4,3,90,12,350,410,1020,3160,950,50.68,1750,1.2,2.35,9.42,3
_,SH-500x300x14x28,500,300,14,28,8,2,150,40,19,800,19,110,4,3,90,12,350,410,1110,3430,935,49.84,1900,1.2,2.6,9.59,3.36
_,SH-500x300x16x19,500,300,16,19,6,2,150,40,12,620,16,110,6,2,60,12,380,290,865,2660,990,52.8,1500,1.2,1.9,8.74,2.28
_,SH-500x300x16x22,500,300,16,22,7,2,150,40,16,710,16,110,6,2,60,12,380,290,956,2940,972,51.84,1650,1.2,2.14,9.01,2.64
*,SH-500x300x16x25,500,300,16,25,8,2,150,40,16,800,16,110,6,2,60,12,380,290,1040,3220,954,50.88,1770,1.2,2.39,9.23,3
_,SH-500x300x16x28,500,300,16,28,9,2,150,40,19,890,19,110,4,3,90,12,350,410,1130,3490,1060,56.96,1950,1.2,2.32,9.41,3.36
_,SH-500x300x16x32,500,300,16,32,9,2,150,40,22,890,22,110,4,3,90,12,350,410,1240,3830,1040,55.68,2140,1.2,2.62,9.62,3.7
_,SH-550x200x9x12,550,200,9,12,3,2,120,ー,9,410,9,80,7,1,60,6,440,170,460,1420,628,33.48,772,1.2,1.61,5.29,0.87
_,SH-550x200x9x16,550,200,9,16,4,2,120,ー,12,530,12,80,7,1,60,6,440,170,555,1710,614,32.76,967,1.2,1.98,5.67,1.16
_,SH-550x200x9x19,550,200,9,19,4,2,120,ー,12,530,16,80,7,1,60,6,440,170,624,1920,604,32.22,1070,1.2,2.27,5.89,1.38
*,SH-550x200x9x22,550,200,9,22,5,2,120,ー,16,650,16,80,7,1,60,6,440,170,691,2130,594,31.68,1180,1.2,2.56,6.06,1.6
_,SH-550x200x12x16,550,200,12,16,4,2,120,ー,12,530,16,80,5,2,90,9,440,290,596,1830,918,48.96,1060,1.2,1.44,5.32,1.16
_,SH-550x200x12x19,550,200,12,19,4,2,120,ー,12,530,16,80,6,2,60,12,380,290,663,2040,855,45.6,1170,1.2,1.72,5.56,1.38
_,SH-550x200x12x22,550,200,12,22,5,2,120,ー,16,650,16,80,6,2,60,12,380,290,729,2240,842,44.88,1280,1.2,1.93,5.75,1.6
_,SH-550x200x12x25,550,200,12,25,6,2,120,ー,16,770,16,80,6,2,60,12,380,290,793,2440,828,44.16,1370,1.2,2.13,5.91,1.81
_,SH-550x250x9x12,550,250,9,12,4,2,150,ー,9,530,9,100,7,1,60,6,440,170,563,1730,628,33.48,975,1.3,1.88,6.97,1.09
_,SH-550x250x9x16,550,250,9,16,5,2,150,ー,12,650,12,100,7,1,60,6,440,170,689,2120,614,32.76,1170,1.3,2.34,7.41,1.45
_,SH-550x250x9x19,550,250,9,19,6,2,150,ー,12,770,16,100,7,1,60,6,440,170,782,2410,604,32.22,1320,1.3,2.7,7.66,1.72
*,SH-550x250x9x22,550,250,9,22,6,2,150,ー,16,770,16,100,7,1,60,6,440,170,872,2680,594,31.68,1470,1.2,3.07,7.85,2
_,SH-550x250x12x16,550,250,12,16,5,2,150,ー,12,650,12,100,5,2,90,9,440,290,731,2250,918,48.96,1270,1.3,1.68,7,1.45
_,SH-550x250x12x19,550,250,12,19,6,2,150,ー,12,770,16,100,5,2,90,9,440,290,822,2530,905,48.24,1420,1.3,1.92,7.28,1.72
_,SH-550x250x12x22,550,250,12,22,6,2,150,ー,16,770,16,100,6,2,60,12,380,290,910,2800,842,44.88,1560,1.3,2.28,7.5,2
_,SH-550x250x12x25,550,250,12,25,7,2,150,ー,16,890,19,100,6,2,60,12,380,290,997,3070,828,44.16,1700,1.2,2.54,7.68,2.27
_,SH-550x250x12x28,550,250,12,28,8,2,150,ー,19,1010,19,100,6,2,60,12,380,290,1080,3330,815,43.44,1850,1.2,2.81,7.83,2.54
_,SH-550x300x9x16,550,300,9,16,5,2,150,40,12,530,12,110,7,1,60,6,440,170,780,2400,614,32.76,1310,1.2,2.7,9.19,1.74
_,SH-550x300x9x19,550,300,9,19,6,2,150,40,12,620,16,110,4,2,120,6,440,290,888,2730,716,38.16,1490,1.2,2.64,9.46,2.07
_,SH-550x300x12x16,550,300,12,16,5,2,150,40,12,530,12,110,5,2,90,9,440,290,821,2530,918,48.96,1410,1.2,1.92,8.73,1.74
_,SH-550x300x12x19,550,300,12,19,6,2,150,40,12,620,16,110,5,2,90,9,440,290,928,2860,905,48.24,1580,1.2,2.21,9.04,2.07
*,SH-550x300x12x22,550,300,12,22,7,2,150,40,16,710,16,110,5,2,90,9,440,290,1030,3180,891,47.52,1750,1.2,2.49,9.28,2.4
_,SH-550x300x12x25,550,300,12,25,8,2,150,40,16,800,16,110,6,2,60,9,380,290,1130,3490,828,44.16,1850,1.2,2.95,9.48,2.72
_,SH-550x300x12x28,550,300,12,28,8,2,150,40,19,800,19,110,4,3,90,12,350,410,1230,3800,914,48.72,2090,1.2,2.92,9.65,3.05
_,SH-550x300x14x19,550,300,14,19,6,2,150,40,12,620,16,110,4,3,120,9,440,410,954,2940,1110,59.36,1650,1.2,1.85,8.79,2.07
_,SH-550x300x14x22,550,300,14,22,7,2,150,40,16,710,16,110,6,2,60,12,380,290,1050,3250,982,52.36,1820,1.2,2.33,9.05,2.4
_,SH-550x300x14x25,550,300,14,25,8,2,150,40,16,800,19,110,6,2,60,12,380,290,1150,3570,966,51.52,1980,1.2,2.6,9.27,2.72
_,SH-550x300x14x28,550,300,14,28,9,2,150,40,19,890,19,110,6,2,60,12,380,290,1250,3870,950,50.68,2150,1.2,2.87,9.45,3.05
*,SH-550x300x16x22,550,300,16,22,7,2,150,40,16,710,16,110,7,2,60,12,440,290,1080,3330,1050,56.32,1880,1.2,2.23,8.84,2.4
_,SH-550x300x16x25,550,300,16,25,8,2,150,40,16,800,19,110,5,3,60,16,320,410,1180,3640,1170,62.4,2040,1.2,2.2,9.07,2.72
_,SH-550x300x16x28,550,300,16,28,9,2,150,40,19,890,19,110,6,2,60,12,380,290,1280,3940,1080,57.92,2210,1.2,2.57,9.26,3.05
_,SH-600x200x9x12,600,200,9,12,3,2,120,ー,9,410,12,80,4,2,120,9,440,290,503,1550,824,43.92,878,1.2,1.39,5.17,0.8
_,SH-600x200x9x16,600,200,9,16,4,2,120,ー,12,530,12,80,4,2,120,9,440,290,622,1920,810,43.2,1080,1.2,1.69,5.56,1.06
_,SH-600x200x9x19,600,200,9,19,5,2,120,ー,16,650,16,80,4,2,120,9,440,290,698,2150,800,42.66,1210,1.2,1.92,5.78,1.26
_,SH-600x200x9x22,600,200,9,22,5,2,120,ー,16,650,16,80,4,2,120,9,440,290,772,2380,790,42.12,1330,1.2,2.15,5.96,1.46
_,SH-600x200x12x16,600,200,12,16,4,2,120,ー,12,530,12,80,6,2,60,12,380,290,672,2070,981,52.32,1180,1.2,1.52,5.2,1.06
_,SH-600x200x12x19,600,200,12,19,5,2,120,ー,16,650,16,80,6,2,60,12,380,290,746,2300,968,51.6,1320,1.2,1.71,5.44,1.26
_,SH-600x200x12x22,600,200,12,22,5,2,120,ー,16,650,16,80,6,2,60,12,380,290,819,2520,954,50.88,1440,1.2,1.91,5.64,1.46
_,SH-600x200x12x25,600,200,12,25,6,2,120,ー,16,770,19,80,6,2,60,12,380,290,890,2740,941,50.16,1560,1.2,2.11,5.8,1.66
_,SH-600x200x12x28,600,200,12,28,6,2,120,ー,19,770,19,80,6,2,60,12,380,290,960,2960,927,49.44,1670,1.2,2.31,5.94,1.86
_,SH-600x250x9x16,600,250,9,16,5,2,150,ー,12,650,12,100,4,2,120,9,440,290,770,2370,810,43.2,1310,1.3,1.99,7.29,1.33
_,SH-600x250x9x19,600,250,9,19,6,2,150,ー,12,770,16,100,4,2,120,9,440,290,872,2680,800,42.66,1480,1.3,2.27,7.54,1.58
_,SH-600x250x12x16,600,250,12,16,5,2,150,ー,12,650,12,100,6,2,60,12,380,290,819,2520,981,52.32,1430,1.3,1.77,6.86,1.33
_,SH-600x250x12x19,600,250,12,19,6,2,150,ー,12,770,16,100,6,2,60,12,380,290,920,2830,968,51.6,1590,1.3,2.01,7.14,1.58
_,SH-600x250x12x22,600,250,12,22,6,2,150,ー,16,770,16,100,6,2,60,12,380,290,1010,3130,954,50.88,1750,1.3,2.25,7.37,1.83
_,SH-600x250x12x25,600,250,12,25,7,2,150,ー,16,890,19,100,6,2,60,12,380,290,1110,3430,941,50.16,1910,1.3,2.5,7.56,2.08
_,SH-600x250x12x28,600,250,12,28,8,2,150,ー,19,1010,19,100,6,2,60,12,380,290,1200,3720,927,49.44,2070,1.2,2.75,7.72,2.33
_,SH-600x250x14x19,600,250,14,19,6,2,150,ー,12,770,16,100,7,2,60,12,440,290,952,2930,1070,57.12,1670,1.3,1.89,6.91,1.58
_,SH-600x250x14x22,600,250,14,22,6,2,150,ー,16,770,16,100,7,2,60,12,440,290,1040,3230,1050,56.28,1830,1.3,2.11,7.16,1.83
_,SH-600x250x14x25,600,250,14,25,7,2,150,ー,16,890,19,100,7,2,60,12,440,290,1140,3520,1040,55.44,1980,1.3,2.34,7.36,2.08
_,SH-600x250x14x28,600,250,14,28,8,2,150,ー,19,1010,19,100,7,2,60,12,440,290,1230,3810,1020,54.6,2140,1.3,2.57,7.53,2.33
_,SH-600x250x16x22,600,250,16,22,6,2,150,ー,16,770,16,100,5,3,90,12,440,410,1080,3330,1330,71.36,1900,1.3,1.73,6.96,1.83
_,SH-600x250x16x25,600,250,16,25,7,2,150,ー,16,890,19,100,7,2,60,12,440,290,1170,3610,1180,63.36,2060,1.3,2.11,7.17,2.08
_,SH-600x250x16x28,600,250,16,28,8,2,150,ー,19,1010,19,100,7,2,60,12,440,290,1260,3900,1170,62.4,2210,1.3,2.31,7.35,2.33
_,SH-600x250x16x32,600,250,16,32,9,2,150,ー,19,1130,22,100,7,2,60,12,440,290,1380,4270,1140,61.12,2410,1.3,2.59,7.55,2.66
_,SH-600x300x9x19,600,300,9,19,6,2,150,40,12,620,16,110,4,2,120,9,440,290,988,3040,800,42.66,1660,1.2,2.63,9.33,1.9
_,SH-600x300x12x16,600,300,12,16,6,2,150,40,12,620,12,110,6,2,60,12,380,290,919,2830,981,52.32,1590,1.2,2.01,8.57,1.6
_,SH-600x300x12x19,600,300,12,19,7,2,150,40,12,710,16,110,6,2,60,12,380,290,1030,3190,968,51.6,1770,1.2,2.3,8.89,1.9
_,SH-600x300x12x22,600,300,12,22,8,2,150,40,16,800,19,110,6,2,60,12,380,290,1150,3540,954,50.88,1960,1.2,2.6,9.14,2.2
_,SH-600x300x12x25,600,300,12,25,9,2,150,40,19,890,19,110,6,2,60,12,380,290,1260,3890,941,50.16,2150,1.2,2.9,9.35,2.5
_,SH-600x300x12x28,600,300,12,28,9,2,150,40,19,890,22,110,6,2,60,12,380,290,1370,4230,927,49.44,2330,1.2,3.2,9.52,2.8
_,SH-600x300x14x19,600,300,14,19,6,2,150,40,12,620,16,110,7,2,60,12,440,290,1060,3290,1070,57.12,1850,1.2,2.16,8.63,1.9
_,SH-600x300x14x22,600,300,14,22,7,2,150,40,16,710,16,110,4,3,120,12,440,410,1180,3640,1220,65.52,2040,1.2,2.08,8.9,2.2
_,SH-600x300x14x25,600,300,14,25,8,2,150,40,16,800,19,110,4,3,120,12,440,410,1290,3980,1210,64.68,2220,1.2,2.31,9.12,2.5
_,SH-600x300x14x28,600,300,14,28,9,2,150,40,19,890,19,110,4,3,120,12,440,410,1400,4320,1190,63.84,2400,1.2,2.54,9.31,2.8
_,SH-600x300x14x32,600,300,14,32,10,2,150,40,22,980,22,110,4,3,120,9,440,410,1540,4760,1170,62.72,2640,1.2,2.86,9.52,3.2
_,SH-600x300x16x22,600,300,16,22,7,2,150,40,16,710,16,110,5,3,90,12,440,410,1210,3740,1330,71.36,2110,1.2,1.97,8.68,2.2
_,SH-600x300x16x25,600,300,16,25,8,2,150,40,16,800,19,110,5,3,90,12,440,410,1320,4080,1320,70.4,2290,1.2,2.18,8.91,2.5
_,SH-600x300x16x28,600,300,16,28,9,2,150,40,19,890,22,110,7,2,60,12,440,290,1430,4410,1170,62.4,2470,1.2,2.67,9.11,2.8
_,SH-600x300x16x32,600,300,16,32,10,2,150,40,22,980,22,110,7,2,60,12,440,290,1570,4840,1140,61.12,2710,1.2,3,9.34,3.2
_,SH-650x200x9x12,650,200,9,12,3,2,120,ー,9,410,12,80,8,1,60,9,500,170,578,1780,759,40.5,1030,1.3,1.68,5.06,0.73
_,SH-650x200x9x16,650,200,9,16,4,2,120,ー,12,530,12,80,8,1,60,9,500,170,692,2130,746,39.78,1180,1.2,2.04,5.46,0.98
_,SH-650x200x9x19,650,200,9,19,5,2,120,ー,16,650,16,80,8,1,60,9,500,170,775,2390,736,39.24,1350,1.2,2.31,5.68,1.16
_,SH-650x200x9x22,650,200,9,22,5,2,120,ー,16,650,16,80,8,1,60,9,500,170,857,2640,726,38.7,1480,1.2,2.59,5.87,1.35
_,SH-650x200x12x16,650,200,12,16,4,2,120,ー,12,530,16,80,6,2,90,9,530,290,751,2310,1090,58.32,1350,1.3,1.53,5.09,0.98
_,SH-650x200x12x19,650,200,12,19,5,2,120,ー,16,650,16,80,7,2,60,12,440,290,832,2560,1030,54.96,1480,1.2,1.79,5.33,1.16
_,SH-650x200x12x22,650,200,12,22,5,2,120,ー,16,650,16,80,7,2,60,12,440,290,912,2810,1010,54.24,1610,1.2,1.99,5.53,1.35
_,SH-650x200x12x25,650,200,12,25,6,2,120,ー,16,770,19,80,7,2,60,12,440,290,990,3050,1000,53.52,1740,1.2,2.19,5.7,1.53
_,SH-650x200x12x28,650,200,12,28,6,2,120,ー,19,770,19,80,7,2,60,12,440,290,1060,3290,990,52.8,1870,1.2,2.4,5.85,1.72
_,SH-650x250x9x16,650,250,9,16,5,2,150,ー,12,650,12,100,8,1,60,9,500,170,853,2630,746,39.78,1460,1.3,2.39,7.17,1.23
_,SH-650x250x12x16,650,250,12,16,5,2,150,ー,12,650,12,100,6,2,90,9,530,290,912,2810,1090,58.32,1600,1.3,1.77,6.73,1.23
_,SH-650x250x12x19,650,250,12,19,6,2,150,ー,12,770,16,100,7,2,60,12,440,290,1020,3140,1030,54.96,1780,1.3,2.09,7.02,1.46
_,SH-650x250x12x22,650,250,12,22,6,2,150,ー,16,770,16,100,7,2,60,12,440,290,1120,3480,1010,54.24,1950,1.3,2.34,7.25,1.69
_,SH-650x250x12x25,650,250,12,25,7,2,150,ー,16,890,19,100,7,2,60,12,440,290,1230,3800,1000,53.52,2120,1.3,2.6,7.45,1.92
_,SH-650x250x12x28,650,250,12,28,8,2,150,ー,19,1010,19,100,7,2,60,12,440,290,1330,4120,990,52.8,2290,1.3,2.85,7.61,2.15
_,SH-650x250x14x19,650,250,14,19,6,2,150,ー,12,770,16,100,8,2,60,12,500,290,1060,3260,1140,61.04,1870,1.3,1.97,6.78,1.46
_,SH-650x250x14x22,650,250,14,22,6,2,150,ー,16,770,16,100,7,2,60,12,440,290,1160,3590,1180,63.28,2040,1.3,2.09,7.03,1.69
*,SH-650x250x14x25,650,250,14,25,7,2,150,ー,16,890,19,100,6,2,90,9,530,290,1270,3910,1220,65.52,2210,1.3,2.2,7.23,1.92
_,SH-650x250x14x28,650,250,14,28,8,2,150,ー,19,1010,19,100,5,3,90,12,440,410,1370,4230,1270,67.76,2380,1.3,2.3,7.41,2.15
_,SH-650x250x16x22,650,250,16,22,7,2,150,ー,16,890,16,100,8,2,60,12,500,290,1200,3700,1290,68.8,2130,1.3,2,6.82,1.69
_,SH-650x250x16x25,650,250,16,25,7,2,150,ー,16,890,19,100,8,2,60,12,500,290,1300,4020,1270,67.84,2300,1.3,2.2,7.04,1.92
_,SH-650x250x16x28,650,250,16,28,8,2,150,ー,19,1010,19,100,8,2,60,12,500,290,1400,4330,1250,66.88,2470,1.3,2.4,7.22,2.15
_,SH-650x250x16x32,650,250,16,32,9,2,150,ー,22,1130,22,100,5,3,90,12,440,410,1540,4740,1420,76.16,2680,1.3,2.31,7.43,2.46
_,SH-650x300x12x16,650,300,12,16,6,2,150,40,12,620,12,110,6,2,90,9,530,290,1010,3140,1090,58.32,1770,1.2,2.01,8.42,1.47
_,SH-650x300x12x19,650,300,12,19,6,2,150,40,12,620,16,110,6,2,90,9,530,290,1140,3530,1080,57.6,1970,1.2,2.29,8.75,1.75
_,SH-650x300x12x22,650,300,12,22,7,2,150,40,16,710,16,110,6,2,90,9,530,290,1270,3920,1060,56.88,2180,1.2,2.57,9.01,2.03
