key,断面,鋼種,lb,幅厚比柱,幅厚比梁,Zxe,Zye,Ae
SH-700x200x9x19x18-SN400,SH-700x200x9x19x18,SN400,3.08,FD,FD,3220,254,120.9
SH-700x200x9x19x18-SN490,SH-700x200x9x19x18,SN490,2.23,FD,FD,3220,254,115
SH-700x200x9x22x18-SN400,SH-700x200x9x22x18,SN400,3.57,FD,FD,3580,294,132.9
SH-700x200x9x22x18-SN490,SH-700x200x9x22x18,SN490,2.58,FD,FD,3580,294,127
SH-700x200x12x16x18-SN400,SH-700x200x12x16x18,SN400,2.6,FD,FA,3080,215,140.1
SH-700x200x12x16x18-SN490,SH-700x200x12x16x18,SN490,1.88,FD,FC,3080,215,129.8
SH-700x200x12x19x18-SN400,SH-700x200x12x19x18,SN400,3.08,FD,FA,3430,255,152.1
SH-700x200x12x19x18-SN490,SH-700x200x12x19x18,SN490,2.23,FD,FB,3430,255,141.8
SH-700x200x12x22x18-SN400,SH-700x200x12x22x18,SN400,3.57,FD,FA,3780,295,164.1
SH-700x200x12x22x18-SN490,SH-700x200x12x22x18,SN490,2.58,FD,FB,3780,295,153.8
SH-700x200x12x25x18-SN400,SH-700x200x12x25x18,SN400,4.06,FD,FA,4120,335,176.1
SH-700x200x12x25x18-SN490,SH-700x200x12x25x18,SN490,2.93,FD,FB,4120,335,165.8
SH-700x200x12x28x18-SN400,SH-700x200x12x28x18,SN400,4.54,FD,FA,4460,375,188.1
SH-700x200x12x28x18-SN490,SH-700x200x12x28x18,SN490,3.29,FD,FB,4460,375,177.8
SH-700x250x9x16x18-SN400,SH-700x250x9x16x18,SN400,3.25,FD,FD,3400,334,124.9
SH-700x250x9x16x18-SN490,SH-700x250x9x16x18,SN490,2.35,FD,FD,3400,334,119
SH-700x250x9x19x18-SN400,SH-700x250x9x19x18,SN400,3.85,FD,FD,3850,396,139.9
SH-700x250x9x19x18-SN490,SH-700x250x9x19x18,SN490,2.79,FD,FD,3850,396,134
SH-700x250x12x16x18-SN400,SH-700x250x12x16x18,SN400,3.25,FD,FA,3610,334,156.1
SH-700x250x12x16x18-SN490,SH-700x250x12x16x18,SN490,2.35,FD,FC,3610,334,145.8
SH-700x250x12x19x18-SN400,SH-700x250x12x19x18,SN400,3.85,FD,FA,4060,397,171.1
SH-700x250x12x19x18-SN490,SH-700x250x12x19x18,SN490,2.79,FD,FB,4060,397,160.8
SH-700x250x12x22x18-SN400,SH-700x250x12x22x18,SN400,4.46,FD,FA,4500,459,186.1
SH-700x250x12x22x18-SN490,SH-700x250x12x22x18,SN490,3.23,FD,FB,4500,459,175.8
SH-700x250x12x22x18-HBL-H355,SH-700x250x12x22x18,HBL-H355,2.95,FD,FC,4500,459,173.3
SH-700x250x12x25x18-SN400,SH-700x250x12x25x18,SN400,5.07,FD,FA,4940,522,201.1
SH-700x250x12x25x18-SN490,SH-700x250x12x25x18,SN490,3.67,FD,FB,4940,522,190.8
SH-700x250x12x25x18-HBL-H355,SH-700x250x12x25x18,HBL-H355,3.36,FD,FC,4900,522,188.3
SH-700x250x14x19x18-SN400,SH-700x250x14x19x18,SN400,3.85,FC,FA,4200,397,190.5
SH-700x250x14x19x18-SN490,SH-700x250x14x19x18,SN490,2.79,FD,FA,4200,397,182.7
SH-700x250x14x22x18-SN400,SH-700x250x14x22x18,SN400,4.46,FC,FA,4640,460,204.6
SH-700x250x14x22x18-SN490,SH-700x250x14x22x18,SN490,3.23,FD,FA,4640,460,197.7
SH-700x250x14x22x18-HBL-H355,SH-700x250x14x22x18,HBL-H355,2.95,FD,FA,4640,460,194.3
SH-700x250x14x25x18-SN400,SH-700x250x14x25x18,SN400,5.07,FC,FA,5070,522,218.8
SH-700x250x14x25x18-SN490,SH-700x250x14x25x18,SN490,3.67,FD,FA,5070,522,212.7
SH-700x250x14x25x18-HBL-H355,SH-700x250x14x25x18,HBL-H355,3.36,FD,FA,5070,522,209.3
SH-700x250x14x28x18-SN400,SH-700x250x14x28x18,SN400,5.68,FC,FA,5490,585,232.9
SH-700x250x14x28x18-SN490,SH-700x250x14x28x18,SN490,4.11,FD,FA,5490,585,227.7
SH-700x300x12x19x18-SN400,SH-700x300x12x19x18,SN400,4.63,FD,FA,4690,571,190.1
SH-700x300x12x19x18-SN490,SH-700x300x12x19x18,SN490,3.34,FD,FB,4690,571,179.8
SH-700x300x12x22x18-SN400,SH-700x300x12x22x18,SN400,5.36,FD,FA,5230,661,208.1
SH-700x300x12x22x18-SN490,SH-700x300x12x22x18,SN490,3.87,FD,FB,5230,661,197.8
SH-700x300x12x22x18-HBL-H355,SH-700x300x12x22x18,HBL-H355,3.55,FD,FC,5230,661,195.3
SH-700x300x12x25x18-SN400,SH-700x300x12x25x18,SN400,6.09,FD,FA,5750,751,226.1
SH-700x300x12x25x18-SN490,SH-700x300x12x25x18,SN490,4.4,FD,FB,5750,751,215.8
SH-700x300x12x25x18-HBL-H355,SH-700x300x12x25x18,HBL-H355,4.03,FD,FC,5750,751,213.3
SH-700x300x12x28x18-SN400,SH-700x300x12x28x18,SN400,6.82,FD,FA,6270,841,244.1
SH-700x300x12x28x18-SN490,SH-700x300x12x28x18,SN490,4.93,FD,FB,6270,841,233.8
SH-700x300x14x19x18-SN400,SH-700x300x14x19x18,SN400,4.63,FC,FA,4830,571,209.5
SH-700x300x14x19x18-SN490,SH-700x300x14x19x18,SN490,3.34,FD,FB,4830,571,201.7
SH-700x300x14x22x18-SN400,SH-700x300x14x22x18,SN400,5.36,FC,FA,5360,661,226.6
SH-700x300x14x22x18-SN490,SH-700x300x14x22x18,SN490,3.87,FD,FA,5360,661,219.7
SH-700x300x14x22x18-HBL-H355,SH-700x300x14x22x18,HBL-H355,3.55,FD,FA,5360,661,216.3
SH-700x300x14x25x18-SN400,SH-700x300x14x25x18,SN400,6.09,FC,FA,5880,751,243.8
SH-700x300x14x25x18-SN490,SH-700x300x14x25x18,SN490,4.4,FD,FA,5880,751,237.7
SH-700x300x14x25x18-HBL-H355,SH-700x300x14x25x18,HBL-H355,4.03,FD,FA,5880,751,234.3
SH-700x300x14x28x18-SN400,SH-700x300x14x28x18,SN400,6.82,FC,FA,6390,841,260.9
SH-700x300x14x28x18-SN490,SH-700x300x14x28x18,SN490,4.93,FD,FA,6390,841,255.7
SH-700x300x14x28x18-HBL-H355,SH-700x300x14x28x18,HBL-H355,4.51,FD,FA,6390,841,252.3
SH-700x300x14x32x18-SN400,SH-700x300x14x32x18,SN400,7.79,FC,FA,7060,961,283.8
SH-700x300x14x32x18-SN490,SH-700x300x14x32x18,SN490,5.63,FD,FA,7060,961,279.7
SH-700x300x16x22x18-SN400,SH-700x300x16x22x18,SN400,5.36,FA,FA,5490,662,239.7
SH-700x300x16x22x18-SN490,SH-700x300x16x22x18,SN490,3.87,FD,FA,5490,662,239.7
SH-700x300x16x22x18-HBL-H355,SH-700x300x16x22x18,HBL-H355,3.55,FD,FA,5490,662,239.7
SH-700x300x16x25x18-SN400,SH-700x300x16x25x18,SN400,6.09,FA,FA,6010,752,256.8
SH-700x300x16x25x18-SN490,SH-700x300x16x25x18,SN490,4.4,FC,FA,6010,752,256.8
SH-700x300x16x25x18-HBL-H355,SH-700x300x16x25x18,HBL-H355,4.03,FD,FA,6010,752,256.8
SH-700x300x16x28x18-SN400,SH-700x300x16x28x18,SN400,6.82,FA,FA,6520,842,273.8
SH-700x300x16x28x18-SN490,SH-700x300x16x28x18,SN490,4.93,FC,FA,6520,842,273.8
SH-700x300x16x28x18-HBL-H355,SH-700x300x16x28x18,HBL-H355,4.51,FD,FA,6520,842,273.8
SH-700x300x16x32x18-SN400,SH-700x300x16x32x18,SN400,7.79,FA,FA,7180,962,296.5
SH-700x300x16x32x18-SN490,SH-700x300x16x32x18,SN490,5.63,FC,FA,7180,962,296.5
SH-700x300x16x32x18-HBL-H355,SH-700x300x16x32x18,HBL-H355,5.16,FD,FA,7180,962,296.5
SH-700x300x16x36x18-SN400,SH-700x300x16x36x18,SN400,8.76,FA,FA,7830,1080,319.3
SH-700x300x16x36x18-SN490,SH-700x300x16x36x18,SN490,6.34,FC,FA,7830,1080,319.3
SH-700x350x12x22x18-SN400,SH-700x350x12x22x18,SN400,6.25,FD,FA,5950,899,230.1
SH-700x350x12x22x18-SN490,SH-700x350x12x22x18,SN490,4.52,FD,FB,5950,899,219.8
SH-700x350x12x22x18-HBL-H355,SH-700x350x12x22x18,HBL-H355,4.14,FD,FC,5950,899,217.3
SH-700x350x12x25x18-SN400,SH-700x350x12x25x18,SN400,7.1,FD,FA,6560,1020,251.1
SH-700x350x12x25x18-SN490,SH-700x350x12x25x18,SN490,5.13,FD,FB,6560,1020,240.8
SH-700x350x12x25x18-HBL-H355,SH-700x350x12x25x18,HBL-H355,4.7,FD,FC,6560,1020,238.3
SH-700x350x14x22x18-SN400,SH-700x350x14x22x18,SN400,6.25,FC,FA,6080,899,248.6
SH-700x350x14x22x18-SN490,SH-700x350x14x22x18,SN490,4.52,FD,FB,6080,899,241.7
SH-700x350x14x22x18-HBL-H355,SH-700x350x14x22x18,HBL-H355,4.14,FD,FB,6080,899,238.3
SH-700x350x14x25x18-SN400,SH-700x350x14x25x18,SN400,7.1,FC,FA,6700,1020,268.8
SH-700x350x14x25x18-SN490,SH-700x350x14x25x18,SN490,5.13,FD,FA,6700,1020,262.7
SH-700x350x14x25x18-HBL-H355,SH-700x350x14x25x18,HBL-H355,4.7,FD,FA,6700,1020,259.3
SH-700x350x14x28x18-SN400,SH-700x350x14x28x18,SN400,7.95,FC,FA,7300,1140,288.9
SH-700x350x14x28x18-SN490,SH-700x350x14x28x18,SN490,5.75,FD,FA,7300,1140,283.7
SH-700x350x14x28x18-HBL-H355,SH-700x350x14x28x18,HBL-H355,5.26,FD,FA,7300,1140,280.3
SH-700x350x14x32x18-SN400,SH-700x350x14x32x18,SN400,9.09,FC,FA,8080,1310,315.8
SH-700x350x14x32x18-SN490,SH-700x350x14x32x18,SN490,6.57,FD,FA,8080,1310,311.7
SH-700x350x16x25x18-SN400,SH-700x350x16x25x18,SN400,7.1,FA,FA,6830,1020,281.8
SH-700x350x16x25x18-SN490,SH-700x350x16x25x18,SN490,5.13,FC,FA,6830,1020,281.8
SH-700x350x16x25x18-HBL-H355,SH-700x350x16x25x18,HBL-H355,4.7,FD,FA,6830,1020,281.8
SH-700x350x16x28x18-SN400,SH-700x350x16x28x18,SN400,7.95,FA,FA,7420,1140,301.8
SH-700x350x16x28x18-SN490,SH-700x350x16x28x18,SN490,5.75,FC,FA,7420,1140,301.8
SH-700x350x16x28x18-HBL-H355,SH-700x350x16x28x18,HBL-H355,5.26,FD,FA,7420,1140,301.8
SH-700x350x16x32x18-SN400,SH-700x350x16x32x18,SN400,9.09,FA,FA,8200,1310,328.5
SH-700x350x16x32x18-SN490,SH-700x350x16x32x18,SN490,6.57,FC,FA,8200,1310,328.5
SH-700x350x16x32x18-HBL-H355,SH-700x350x16x32x18,HBL-H355,6.02,FD,FA,8200,1310,328.5
SH-700x350x16x36x18-SN400,SH-700x350x16x36x18,SN400,10.2,FA,FA,8960,1470,355.3
SH-700x350x16x36x18-SN490,SH-700x350x16x36x18,SN490,7.39,FC,FA,8960,1470,355.3
SH-750x250x12x16x18-SN400,SH-750x250x12x16x18,SN400,3.03,FD,FA,3950,334,156.1
SH-750x250x12x16x18-SN490,SH-750x250x12x16x18,SN490,2.19,FD,FC,3950,334,145.8
SH-750x250x12x19x18-SN400,SH-750x250x12x19x18,SN400,3.6,FD,FA,4440,397,171.1
SH-750x250x12x19x18-SN490,SH-750x250x12x19x18,SN490,2.6,FD,FC,4440,397,160.8
SH-750x250x12x22x18-SN400,SH-750x250x12x22x18,SN400,4.17,FD,FA,4920,459,186.1
SH-750x250x12x22x18-SN490,SH-750x250x12x22x18,SN490,3.01,FD,FC,4920,459,175.8
SH-750x250x12x22x18-HBL-H355,SH-750x250x12x22x18,HBL-H355,2.76,FD,FD,4920,459,173.3
SH-750x250x12x25x18-SN400,SH-750x250x12x25x18,SN400,4.73,FD,FA,5390,522,201.1
SH-750x250x12x25x18-SN490,SH-750x250x12x25x18,SN490,3.42,FD,FC,5390,522,190.8
SH-750x250x14x19x18-SN400,SH-750x250x14x19x18,SN400,3.6,FD,FA,4600,397,196.8
SH-750x250x14x19x18-SN490,SH-750x250x14x19x18,SN490,2.6,FD,FA,4600,397,182.7
SH-750x250x14x22x18-SN400,SH-750x250x14x22x18,SN400,4.17,FD,FA,5070,460,211.6
SH-750x250x14x22x18-SN490,SH-750x250x14x22x18,SN490,3.01,FD,FA,5070,460,197.7
SH-750x250x14x22x18-HBL-H355,SH-750x250x14x22x18,HBL-H355,2.76,FD,FB,5070,460,194.3
SH-750x250x14x25x18-SN400,SH-750x250x14x25x18,SN400,4.73,FD,FA,5540,522,225.8
SH-750x250x14x25x18-SN490,SH-750x250x14x25x18,SN490,3.42,FD,FA,5540,522,212.7
SH-750x250x14x25x18-HBL-H355,SH-750x250x14x25x18,HBL-H355,3.13,FD,FB,5540,522,209.3
SH-750x250x14x28x18-SN400,SH-750x250x14x28x18,SN400,5.3,FD,FA,5990,585,239.9
SH-750x250x14x28x18-SN490,SH-750x250x14x28x18,SN490,3.83,FD,FA,5990,585,227.7
SH-750x300x14x19x18-SN400,SH-750x300x14x19x18,SN400,4.32,FD,FA,5280,571,215.8
SH-750x300x14x19x18-SN490,SH-750x300x14x19x18,SN490,3.12,FD,FB,5280,571,201.7
SH-750x300x14x22x18-SN400,SH-750x300x14x22x18,SN400,5,FD,FA,5850,661,233.6
SH-750x300x14x22x18-SN490,SH-750x300x14x22x18,SN490,3.61,FD,FA,5850,661,219.7
SH-750x300x14x22x18-HBL-H355,SH-750x300x14x22x18,HBL-H355,3.31,FD,FB,5850,661,216.3
SH-750x300x14x25x18-SN400,SH-750x300x14x25x18,SN400,5.68,FD,FA,6410,751,250.8
SH-750x300x14x25x18-SN490,SH-750x300x14x25x18,SN490,4.11,FD,FA,6410,751,237.7
SH-750x300x14x25x18-HBL-H355,SH-750x300x14x25x18,HBL-H355,3.76,FD,FB,6410,751,234.3
SH-750x300x14x28x18-SN400,SH-750x300x14x28x18,SN400,6.36,FD,FA,6970,841,267.9
SH-750x300x14x28x18-SN490,SH-750x300x14x28x18,SN490,4.6,FD,FA,6970,841,255.7
SH-750x300x16x22x18-SN400,SH-750x300x16x22x18,SN400,5,FB,FA,6010,662,247.7
SH-750x300x16x22x18-SN490,SH-750x300x16x22x18,SN490,3.61,FD,FA,6010,662,244.9
SH-750x300x16x22x18-HBL-H355,SH-750x300x16x22x18,HBL-H355,3.31,FD,FA,6010,662,240.4
SH-750x300x16x25x18-SN400,SH-750x300x16x25x18,SN400,5.68,FB,FA,6570,752,264.8
SH-750x300x16x25x18-SN490,SH-750x300x16x25x18,SN490,4.11,FD,FA,6570,752,262.9
SH-750x300x16x25x18-HBL-H355,SH-750x300x16x25x18,HBL-H355,3.76,FD,FA,6570,752,258.4
SH-750x300x16x28x18-SN400,SH-750x300x16x28x18,SN400,6.36,FB,FA,7120,842,281.8
SH-750x300x16x28x18-SN490,SH-750x300x16x28x18,SN490,4.6,FD,FA,7120,842,280.9
SH-750x300x16x28x18-HBL-H355,SH-750x300x16x28x18,HBL-H355,4.21,FD,FA,7120,842,276.4
SH-750x300x16x32x18-SN400,SH-750x300x16x32x18,SN400,7.27,FA,FA,7840,962,304.5
SH-750x300x16x32x18-SN490,SH-750x300x16x32x18,SN490,5.26,FD,FA,7840,962,304.5
SH-750x350x14x22x18-SN400,SH-750x350x14x22x18,SN400,5.83,FD,FA,6630,899,255.6
SH-750x350x14x22x18-SN490,SH-750x350x14x22x18,SN490,4.22,FD,FB,6630,899,241.7
SH-750x350x14x22x18-HBL-H355,SH-750x350x14x22x18,HBL-H355,3.86,FD,FB,6630,899,238.3
SH-750x350x14x25x18-SN400,SH-750x350x14x25x18,SN400,6.63,FD,FA,7290,1020,275.8
SH-750x350x14x25x18-SN490,SH-750x350x14x25x18,SN490,4.79,FD,FA,7290,1020,262.7
SH-750x350x14x25x18-HBL-H355,SH-750x350x14x25x18,HBL-H355,4.39,FD,FB,7290,1020,259.3
SH-750x350x14x28x18-SN400,SH-750x350x14x28x18,SN400,7.42,FD,FA,7940,1140,295.9
SH-750x350x14x28x18-SN490,SH-750x350x14x28x18,SN490,5.37,FD,FA,7940,1140,283.7
SH-750x350x14x28x18-HBL-H355,SH-750x350x14x28x18,HBL-H355,4.91,FD,FB,7940,1140,280.3
SH-750x350x14x32x18-SN400,SH-750x350x14x32x18,SN400,8.48,FD,FA,8790,1310,322.8
SH-750x350x14x32x18-SN490,SH-750x350x14x32x18,SN490,6.13,FD,FA,8790,1310,311.7
SH-750x350x14x32x18-HBL-H355,SH-750x350x14x32x18,HBL-H355,5.62,FD,FB,8790,1310,308.3
SH-750x350x16x25x18-SN400,SH-750x350x16x25x18,SN400,6.63,FB,FA,7440,1020,289.8
SH-750x350x16x25x18-SN490,SH-750x350x16x25x18,SN490,4.79,FD,FA,7440,1020,287.9
SH-750x350x16x25x18-HBL-H355,SH-750x350x16x25x18,HBL-H355,4.39,FD,FA,7440,1020,283.4
SH-750x350x16x28x18-SN400,SH-750x350x16x28x18,SN400,7.42,FB,FA,8090,1140,309.8
SH-750x350x16x28x18-SN490,SH-750x350x16x28x18,SN490,5.37,FD,FA,8090,1140,308.9
SH-750x350x16x28x18-HBL-H355,SH-750x350x16x28x18,HBL-H355,4.91,FD,FA,8090,1140,304.4
SH-750x350x16x32x18-SN400,SH-750x350x16x32x18,SN400,8.48,FA,FA,8940,1310,336.5
SH-750x350x16x32x18-SN490,SH-750x350x16x32x18,SN490,6.13,FD,FA,8940,1310,336.5
SH-750x350x16x32x18-HBL-H355,SH-750x350x16x32x18,HBL-H355,5.62,FD,FA,8940,1310,332.4
SH-750x350x16x36x18-SN400,SH-750x350x16x36x18,SN400,9.54,FA,FA,9760,1470,363.3
SH-750x350x16x36x18-SN490,SH-750x350x16x36x18,SN490,6.9,FD,FA,9760,1470,363.3
SH-750x350x16x36x18-HBL-H355,SH-750x350x16x36x18,HBL-H355,6.32,FD,FA,9760,1470,360.4
SH-800x250x14x22x18-SN400,SH-800x250x14x22x18,SN400,3.91,FD,FA,5520,460,211.8
SH-800x250x14x22x18-SN490,SH-800x250x14x22x18,SN490,2.82,FD,FB,5520,460,197.7
SH-800x250x14x22x18-HBL-H355,SH-800x250x14x22x18,HBL-H355,2.59,FD,FC,5520,460,194.3
SH-800x250x14x25x18-SN400,SH-800x250x14x25x18,SN400,4.44,FD,FA,6020,523,226.8
SH-800x250x14x25x18-SN490,SH-800x250x14x25x18,SN490,3.21,FD,FB,6020,523,212.7
SH-800x250x14x25x18-HBL-H355,SH-800x250x14x25x18,HBL-H355,2.94,FD,FC,6020,523,209.3
SH-800x250x14x28x18-SN400,SH-800x250x14x28x18,SN400,4.97,FD,FA,6510,585,241.8
SH-800x250x14x28x18-SN490,SH-800x250x14x28x18,SN490,3.59,FD,FB,6510,585,227.7
SH-800x250x14x28x18-HBL-H355,SH-800x250x14x28x18,HBL-H355,3.29,FD,FC,6510,585,224.3
SH-800x250x16x22x18-SN400,SH-800x250x16x22x18,SN400,3.91,FC,FA,5700,461,233.7
SH-800x250x16x22x18-SN490,SH-800x250x16x22x18,SN490,2.82,FD,FA,5700,461,222.9
SH-800x250x16x22x18-HBL-H355,SH-800x250x16x22x18,HBL-H355,2.59,FD,FA,5700,461,218.4
SH-800x250x16x25x18-SN400,SH-800x250x16x25x18,SN400,4.44,FC,FA,6200,523,247.8
SH-800x250x16x25x18-SN490,SH-800x250x16x25x18,SN490,3.21,FD,FA,6200,523,237.9
SH-800x250x16x25x18-HBL-H355,SH-800x250x16x25x18,HBL-H355,2.94,FD,FA,6200,523,233.4
SH-800x250x16x28x18-SN400,SH-800x250x16x28x18,SN400,4.97,FC,FA,6680,586,261.8
SH-800x250x16x28x18-SN490,SH-800x250x16x28x18,SN490,3.59,FD,FA,6680,586,252.9
SH-800x250x16x28x18-HBL-H355,SH-800x250x16x28x18,HBL-H355,3.29,FD,FA,6680,586,248.4
SH-800x250x16x32x18-SN400,SH-800x250x16x32x18,SN400,5.68,FC,FA,7320,669,280.5
SH-800x250x16x32x18-SN490,SH-800x250x16x32x18,SN490,4.11,FD,FA,7320,669,272.9
SH-800x250x16x32x18-HBL-H355,SH-800x250x16x32x18,HBL-H355,3.76,FD,FA,7320,669,268.4
SH-800x300x14x22x18-SN400,SH-800x300x14x22x18,SN400,4.69,FD,FA,6350,661,233.8
SH-800x300x14x22x18-SN490,SH-800x300x14x22x18,SN490,3.39,FD,FB,6350,661,219.7
SH-800x300x14x22x18-HBL-H355,SH-800x300x14x22x18,HBL-H355,3.1,FD,FC,6350,661,216.3
SH-800x300x14x25x18-SN400,SH-800x300x14x25x18,SN400,5.33,FD,FA,6960,751,251.8
SH-800x300x14x25x18-SN490,SH-800x300x14x25x18,SN490,3.85,FD,FB,6960,751,237.7
SH-800x300x14x25x18-HBL-H355,SH-800x300x14x25x18,HBL-H355,3.53,FD,FC,6960,751,234.3
SH-800x300x14x28x18-SN400,SH-800x300x14x28x18,SN400,5.96,FD,FA,7560,841,269.8
SH-800x300x14x28x18-SN490,SH-800x300x14x28x18,SN490,4.31,FD,FB,7560,841,255.7
SH-800x300x14x28x18-HBL-H355,SH-800x300x14x28x18,HBL-H355,3.95,FD,FC,7560,841,252.3
SH-800x300x14x32x18-SN400,SH-800x300x14x32x18,SN400,6.82,FD,FA,8340,961,293.8
SH-800x300x14x32x18-SN490,SH-800x300x14x32x18,SN490,4.93,FD,FB,8340,961,279.7
SH-800x300x16x22x18-SN400,SH-800x300x16x22x18,SN400,4.69,FC,FA,6530,662,255.7
SH-800x300x16x22x18-SN490,SH-800x300x16x22x18,SN490,3.39,FD,FA,6530,662,244.9
SH-800x300x16x22x18-HBL-H355,SH-800x300x16x22x18,HBL-H355,3.1,FD,FA,6530,662,240.4
SH-800x300x16x25x18-SN400,SH-800x300x16x25x18,SN400,5.33,FC,FA,7130,752,272.8
SH-800x300x16x25x18-SN490,SH-800x300x16x25x18,SN490,3.85,FD,FA,7130,752,262.9
SH-800x300x16x25x18-HBL-H355,SH-800x300x16x25x18,HBL-H355,3.53,FD,FA,7130,752,258.4
SH-800x300x16x28x18-SN400,SH-800x300x16x28x18,SN400,5.96,FC,FA,7730,842,289.8
SH-800x300x16x28x18-SN490,SH-800x300x16x28x18,SN490,4.31,FD,FA,7730,842,280.9
SH-800x300x16x28x18-HBL-H355,SH-800x300x16x28x18,HBL-H355,3.95,FD,FA,7730,842,276.4
SH-800x300x16x32x18-SN400,SH-800x300x16x32x18,SN400,6.82,FC,FA,8500,962,312.5
SH-800x300x16x32x18-SN490,SH-800x300x16x32x18,SN490,4.93,FD,FA,8500,962,304.9
SH-800x300x16x32x18-HBL-H355,SH-800x300x16x32x18,HBL-H355,4.51,FD,FA,8500,962,300.4
SH-800x300x16x36x18-SN400,SH-800x300x16x36x18,SN400,7.67,FC,FA,9260,1080,335.3
SH-800x300x16x36x18-SN490,SH-800x300x16x36x18,SN490,5.55,FD,FA,9260,1080,328.9
SH-800x350x14x25x18-SN400,SH-800x350x14x25x18,SN400,6.21,FD,FA,7900,1020,276.8
SH-800x350x14x25x18-SN490,SH-800x350x14x25x18,SN490,4.49,FD,FB,7900,1020,262.7
SH-800x350x14x25x18-HBL-H355,SH-800x350x14x25x18,HBL-H355,4.11,FD,FC,7900,1020,259.3
SH-800x350x14x28x18-SN400,SH-800x350x14x28x18,SN400,6.96,FD,FA,8600,1140,297.8
SH-800x350x14x28x18-SN490,SH-800x350x14x28x18,SN490,5.03,FD,FB,8600,1140,283.7
SH-800x350x14x28x18-HBL-H355,SH-800x350x14x28x18,HBL-H355,4.61,FD,FC,8600,1140,280.3
SH-800x350x16x25x18-SN400,SH-800x350x16x25x18,SN400,6.21,FC,FA,8070,1020,297.8
SH-800x350x16x25x18-SN490,SH-800x350x16x25x18,SN490,4.49,FD,FA,8070,1020,287.9
SH-800x350x16x25x18-HBL-H355,SH-800x350x16x25x18,HBL-H355,4.11,FD,FA,8070,1020,283.4
SH-800x350x16x28x18-SN400,SH-800x350x16x28x18,SN400,6.96,FC,FA,8770,1150,317.8
SH-800x350x16x28x18-SN490,SH-800x350x16x28x18,SN490,5.03,FD,FA,8770,1150,308.9
SH-800x350x16x28x18-HBL-H355,SH-800x350x16x28x18,HBL-H355,4.61,FD,FA,8770,1150,304.4
SH-800x350x16x32x18-SN400,SH-800x350x16x32x18,SN400,7.95,FC,FA,9680,1310,344.5
SH-800x350x16x32x18-SN490,SH-800x350x16x32x18,SN490,5.75,FD,FA,9680,1310,336.9
SH-800x350x16x32x18-HBL-H355,SH-800x350x16x32x18,HBL-H355,5.26,FD,FA,9680,1310,332.4
SH-800x350x16x36x18-SN400,SH-800x350x16x36x18,SN400,8.95,FC,FA,10600,1470,371.3
SH-800x350x16x36x18-SN490,SH-800x350x16x36x18,SN490,6.47,FD,FA,10600,1470,364.9
SH-800x350x16x36x18-HBL-H355,SH-800x350x16x36x18,HBL-H355,5.92,FD,FA,10600,1470,360.4
SH-800x350x19x25x18-SN400,SH-800x350x19x25x18,SN400,6.21,FA,FA,8340,1020,320.3
SH-800x350x19x25x18-SN490,SH-800x350x19x25x18,SN490,4.49,FC,FA,8340,1020,320.3
SH-800x350x19x25x18-HBL-H355,SH-800x350x19x25x18,HBL-H355,4.11,FD,FA,8340,1020,320.3
SH-800x350x19x28x18-SN400,SH-800x350x19x28x18,SN400,6.96,FA,FA,9030,1150,340.1
SH-800x350x19x28x18-SN490,SH-800x350x19x28x18,SN490,5.03,FC,FA,9030,1150,340.1
SH-800x350x19x28x18-HBL-H355,SH-800x350x19x28x18,HBL-H355,4.61,FD,FA,9030,1150,340.1
SH-800x350x19x32x18-SN400,SH-800x350x19x32x18,SN400,7.95,FA,FA,9930,1310,366.6
SH-800x350x19x32x18-SN490,SH-800x350x19x32x18,SN490,5.75,FC,FA,9930,1310,366.6
SH-800x350x19x32x18-HBL-H355,SH-800x350x19x32x18,HBL-H355,5.26,FC,FA,9930,1310,366.6
SH-800x350x19x36x18-SN400,SH-800x350x19x36x18,SN400,8.95,FA,FA,10800,1470,393.1
SH-800x350x19x36x18-SN490,SH-800x350x19x36x18,SN490,6.47,FC,FA,10800,1470,393.1
SH-800x350x19x36x18-HBL-H355,SH-800x350x19x36x18,HBL-H355,5.92,FC,FA,10800,1470,393.1
SH-800x350x19x40x18-SN400,SH-800x350x19x40x18,SN400,9.94,FA,FA,11700,1640,419.6
SH-800x350x19x40x18-SN490,SH-800x350x19x40x18,SN490,7.19,FB,FA,11700,1640,419.6
SH-800x350x19x40x18-HBL-H355,SH-800x350x19x40x18,HBL-H355,6.58,FC,FA,11700,1640,419.6
SH-800x400x14x25x18-SN400,SH-800x400x14x25x18,SN400,7.1,FD,FA,8840,1330,301.8
SH-800x400x14x25x18-SN490,SH-800x400x14x25x18,SN490,5.13,FD,FB,8840,1330,287.7
SH-800x400x14x25x18-HBL-H355,SH-800x400x14x25x18,HBL-H355,4.7,FD,FC,8840,1330,284.3
SH-800x400x14x28x18-SN400,SH-800x400x14x28x18,SN400,7.95,FD,FA,9640,1490,325.8
SH-800x400x14x28x18-SN490,SH-800x400x14x28x18,SN490,5.75,FD,FB,9640,1490,311.7
SH-800x400x14x28x18-HBL-H355,SH-800x400x14x28x18,HBL-H355,5.26,FD,FC,9640,1490,308.3
SH-800x400x16x25x18-SN400,SH-800x400x16x25x18,SN400,7.1,FC,FA,9010,1330,322.8
SH-800x400x16x25x18-SN490,SH-800x400x16x25x18,SN490,5.13,FD,FB,9010,1330,312.9
